projOrgFDate,wfoid,project_status,approvedOn,hardcopysubmissionDate,projectCost,projectType,districtName,project_address,total_est_cost_of_proj,payment_status,regNo,startDate,endDate,districtType,projectName,promoterAddress,regFee,project_cost,extDate,project_ack_no,promoterName,disposed_date
2019-03-31 05:30:00,272,Ongoing,16-September-2017,2017-07-23 05:30:00,250025045,Mixed Development,Vadodara,"30.MT KHODIYAR NAGAR ROAD BEFORE VAIKHUNTH-2, NEW VIP ROAD",250025045,Paid,PR/GJ/VADODARA/VADODARA/Others/MAA00165/160917,01-February-2016,31-March-2019,Vadodara,UPVAN HERITAGE,NA,68700,250000000,,PR/VADODARA/VADODARA/VADODARA TPO/170723/000152,UPVAN INFRA,
2018-01-31 05:30:00,276,Ongoing,15-November-2017,2017-07-31 05:30:00,186296268,Mixed Development,Ahmedabad,"Sun heights , opp Dwarkesh heavens Sneh Plza road , chandkheda - 382424",186296268,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00722/EX1/261018,11-November-2015,31-January-2019,Ahmedabad,Sun Heights,NA,39150,350000000,2019-01-31 05:30:00,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170731/000678,Shree Siddhi Corporation,
2019-12-14 05:30:00,278,Ongoing,01-March-2018,2017-08-03 05:30:00,65645000,Residential/Group Housing,Gandhinagar,"SURAJBAGH GREEN VILLAS P D P U ROAD, RAYSAN",65645000,Paid,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA01821/EX1/A1R/270520,16-January-2016,14-June-2021,Gandhinagar,SURAJBAGH GREEN VILLAS,NA,51290,100600000,2020-12-14 05:30:00,PR/GANDHINAGAR/GANDHINAGAR/GANDHINAGAR TPO/170803/001161,"AMRITLAL KACHARABHAI PATEL PROPRIETOR OF ""AMRIT K. PATEL""",
2017-12-31 05:30:00,284,Completed,06-October-2017,2017-07-25 05:30:00,1894495797,Residential/Group Housing,Ahmedabad,"F P 605/P, BEAR SWATI SNACKS, OPP BRTS BUS STOP, PANCHAVATI-LAW GARDEN ROAD, ELLISBRIDGE,",1894495797,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00352/061017,20-October-2014,31-December-2017,Ahmedabad,LE JARDIN,"FF 21-22, ADVANCE PLAZA, OPP. SWAMINARAYAN TEMPLE, SHAHIBAUG ROAD,",67170,1800000000,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170725/000219,GRANT INFRASTRUCTURE PRIVATE LIMITED,
2020-03-31 05:30:00,285,Ongoing,13-November-2017,2017-07-28 05:30:00,281230000,Residential/Group Housing,Vadodara,nr vicenza highlands sevasi khanpur road,281230000,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA00687/EX1/050320,01-November-2016,30-September-2021,Vadodara,Keystone Mansions,"22, Green woods, Gotri Sevasi Road New Alkapuri",93810,275000000,2021-03-31 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/170728/000172,VIHAV DEVELOPERS,
2019-03-31 05:30:00,288,Ongoing,19-September-2017,2017-07-30 05:30:00,62151672,Residential/Group Housing,Ahmedabad,"SUNDARAM FLORA,NR AKSHAR BUNGLOWS LAMBHA VILLAGE ROAD.LAMBHA,AHMEDABAD",62151672,Paid,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA00183/190917,04-May-2015,31-March-2019,Ahmedabad,SUNDARAM FLORA,NA,22460,107626000,,PR/AHMEDABAD/DASKROI/AHMEDABAD TPO/170730/000242,SUNDARAM BUILDCON,
2018-03-31 05:30:00,289,Ongoing,12-February-2018,2017-07-28 05:30:00,159589707,Residential/Group Housing,Ahmedabad,"7, NAVYUG SOCIETY, B/H C.N. VIDHYALAY AMBAWADI",159589707,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01605/120218,06-January-2016,31-March-2018,Ahmedabad,SEVEN SKIES,NA,4330,170000000,,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170728/000166,VITESSE REALTY LLP,
2019-12-31 05:30:00,291,Ongoing,10-November-2017,2017-07-29 05:30:00,148693450,Commercial,Ahmedabad,"SURVEY NO. 64/2 ,FINAL PLOT NO.158/2 ,SINDHU BHAVAN ROAD BODAKDEV,AHMEDABAD,GUJARAT",148693450,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00670/A1C/261018,01-April-2016,31-December-2019,Ahmedabad,SHIVARTH,NA,55100,135036875,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170729/000168,SHIVARTH,
2019-12-31 05:30:00,292,Ongoing,28-September-2017,2017-07-31 05:30:00,109507326,Residential/Group Housing,Gandhinagar,"VIVAN INFINITY, S NO 344/1, TP NO 234, F P NO 186 S P RING ROAD, AT ZUNDAL",109507326,Paid,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/RAA00283/280917,03-April-2017,31-December-2019,Gandhinagar,VIVAAN INFINITY,NA,20640,103760000,,PR/GANDHINAGAR/GANDHINAGAR/AUDA/170731/000167,INFINITY REALTY,
2025-06-30 05:30:00,293,Ongoing,08-September-2017,2017-07-28 05:30:00,119164306,Residential/Group Housing,Surat,"BLOCK NO 1335, BARBODHAN VILLEGE,  BHESAN BARBODHAN ROAD, OLPAD, BARBODHAN VILLAGE",119164306,Paid,PR/GJ/SURAT/OLPAD/Others/RAA00102/080917,15-April-2015,30-June-2025,Surat,CASA BELLA,NA,319700,993232757,,PR/SURAT/OLPAD/SUDA/170728/000169,SHREE ENTERPRISE,
2019-09-30 05:30:00,294,Ongoing,06-January-2018,2017-07-29 05:30:00,558580581,Mixed Development,Surat,BLOCK NO 46 PAIKEE WEST SIDE MOJE NAVAGAM KAMREJ NAVAGAM,558580581,Paid,PR/GJ/SURAT/KAMREJ/SUDA/MAA01228/060118,01-October-2016,30-September-2019,Surat,OM PALACE,NA,213945,558580580,,PR/SURAT/KAMREJ/SUDA/170729/000374,M D CORPORATION,
2021-08-11 05:30:00,301,Ongoing,12-October-2017,2017-07-31 05:30:00,231350428,Commercial,Rajkot,NEAR HOTEL HARMONY SHASTRI MAIDAN RAJKOT,231350428,Paid,PR/GJ/RAJKOT/RAJKOT/Others/CAA00421/121017,12-August-2016,11-August-2021,Rajkot,THE IMPERIA,NA,50925,217890200,,PR/RAJKOT/RAJKOT/RAJKOT TPO/170731/001138,IMPERIA ENTERPRISE,
2019-03-31 05:30:00,302,Ongoing,07-March-2018,2017-07-28 05:30:00,234076230,Mixed Development,Vadodara,"BLOCK NO 273, F P NO 22, T P NO 25, VARDHAMAN ENCLAVE, OPP. GOPINATHJI SHOWROOM, ATLADARA PADRA ROAD, VADODARA",234076230,Paid,PR/GJ/VADODARA/VADODARA/Others/MAA01909/EX1/150719,15-October-2016,30-September-2020,Vadodara,VARDHAMAN ENCLAVE,NA,60090,231100000,2020-03-31 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/170728/000258,AADINATH DEVELOPERS,
2018-12-31 05:30:00,305,Ongoing,17-October-2018,2017-07-31 05:30:00,197981610,Commercial,Vadodara,kasper square opp. gangotri exotica 30 mtr gotri laxmipura road gotri,197981610,Paid,PR/GJ/VADODARA/VADODARA/Others/CAA03722/EX1/220219,23-March-2016,31-December-2019,Vadodara,kasper square,NA,79950,152974000,2019-12-31 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/170731/000176,kashi associates,
2019-07-31 05:30:00,306,Ongoing,18-September-2017,2017-07-31 05:30:00,134521837,Residential/Group Housing,Ahmedabad,"Opp. Suyojan Building, Nr. Hotel President, Off C G Road, Navrangpura, ",134521837,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00172/180917,29-December-2016,31-July-2019,Ahmedabad,Elite 18 Square,NA,17600,140000000,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170731/000189,Lakshya Infrastructures,
2019-03-31 05:30:00,308,Ongoing,18-October-2017,2017-07-29 05:30:00,740189500,Commercial,Ahmedabad,"B/h DAV School Off. S.G. Road, Near BMW Showroom",740189500,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00501/181017,11-January-2016,31-March-2019,Ahmedabad,Indraprasth Business Park,"10th Floor President House 123 Opp. C.N. Vidyalaya, Ambawadi 123",165000,545100000,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170729/000174,NAMRA DEVELOPERS,
2021-01-05 05:30:00,309,Ongoing,04-October-2017,2017-07-24 05:30:00,368461527,Commercial,Ahmedabad,"Nobles Trade Centre, Opp BD Rao Hall Nr Bhuyandev Cross Road, Sola Road",368461527,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00321/041017,16-December-2016,05-January-2021,Ahmedabad,Nobles Trade Centre,NA,57500,318831527,,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170724/000182,Nobles Construction,
2019-03-31 05:30:00,312,Ongoing,01-September-2017,2017-07-25 05:30:00,2321186483,Commercial,Ahmedabad,"The First Avenue, Beside Keshavbaug Party Plot, Vastrapur, Ahmedabad-380015.",2321186483,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00045/010917,02-March-2015,31-March-2019,Ahmedabad,THE FIRST,NA,228125,2960000000,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170725/000177,Synthesis Corporation,
2018-12-31 05:30:00,314,Ongoing,12-February-2018,2017-07-24 05:30:00,65784440,Residential/Group Housing,Bhavnagar,"Plot No. 1+2+3+4+5+6, R.S. No. 4 Paiky 4, Akwada, Bhavnagar.",65784440,Paid,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/RAA01606/120218,10-April-2014,31-December-2018,Bhavnagar,Vrindavan Nagri - B Wing,NA,15780,51000000,,PR/BHAVNAGAR/BHAVNAGAR/BHAVNAGAR TPO/170724/000181,VRAJ PLAZA PRIVATE LIMITED,
2018-07-31 05:30:00,318,Ongoing,15-November-2017,2017-07-28 05:30:00,70823637,Residential/Group Housing,Bhavnagar,"PLOT NO. 620 GEETACHOWK, KRISHNANAGAR SOCIETY",70823637,Paid,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/RAA00715/151117,11-March-2016,31-July-2018,Bhavnagar,OLIVE,NA,11380,63357500,,PR/BHAVNAGAR/BHAVNAGAR/BHAVNAGAR TPO/170728/000282,OARNATE DEVELOPERS,
2019-03-31 05:30:00,324,Ongoing,03-May-2018,2017-07-26 05:30:00,176124826,Commercial,Vadodara,Labh Icon near bansal mall Gotri Vasna Road,176124826,Paid,PR/GJ/VADODARA/VADODARA/Others/CAA02537/A1C/EX1/060519,27-April-2017,31-March-2020,Vadodara,Labh Icon,NA,55925,176124826,2020-03-31 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/170726/000187,Labh Infracon,
2018-12-31 05:30:00,325,Ongoing,11-September-2017,2017-07-26 05:30:00,86154188,Residential/Group Housing,Ahmedabad,"Nr. Ganesh gold, chenpur-jagatpur road,  nr, godrej garden city,jagatpur, ",86154188,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00121/110917,01-April-2017,31-December-2018,Ahmedabad,GANESH SKYLINE 2,NA,16450,90000000,,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170726/000188,skyline infrastructure,
2018-12-31 05:30:00,326,New,18-September-2017,2017-07-25 05:30:00,134305560,Residential/Group Housing,Ahmedabad,"Surya Shreeji 66, Opp. Swaminarayan Temple, B/H Kiran Moters, Motera, Ahmedabad",134305560,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00177/180917,15-June-2017,31-December-2018,Ahmedabad,Surya Shreeji 66,"B-1,SAMRUDDHI RESIDENCY OPP. KRISHAN BUNGLOW PART-1, MOTERA, AHMEDABAD",21130,132360400,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170725/000191,GOOD LUCK INDUSTRIES,
2020-02-15 05:30:00,327,Ongoing,05-October-2017,2017-07-28 05:30:00,463925420,Commercial,Surat,"FP:42/2,TP:29(RUNDH-VESU-MAGDALLA) BESIDE HAPPY EXCELLENCIA, VESU,SURAT",463925420,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/CAA00342/051017,15-February-2016,15-February-2020,Surat,SNS ATRIA,NA,104150,540375000,,PR/SURAT/SURAT CITY/SUDA/170728/000435,SHAH AND SANGHAVI DEVELOPERS LLP,
2018-08-31 05:30:00,328,Ongoing,12-September-2017,2017-07-28 05:30:00,334545721,Residential/Group Housing,Ahmedabad,"Plot No: 5, N.D.Avenue, Opp. Club O7 Sky City Road, Shela",334545721,Paid,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA00135/120917,19-December-2016,31-August-2018,Ahmedabad,MAHER HOMES - 2,NA,39060,340562000,,PR/AHMEDABAD/SANAND/AUDA/170728/000355,Dushyant Pandya,
2020-10-16 05:30:00,329,Ongoing,07-November-2017,2017-07-28 05:30:00,176996196,Mixed Development,Ahmedabad,"SATVA GOKUL -1, OPP. KATHVADA LAKE NEAR GOKUL GALAXY, KATHWADA GAM",176996196,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00613/EX1/A1M/070920,16-April-2015,16-October-2021,Ahmedabad,SATVA GOKUL -1,NA,110235,186996196,2021-10-16 05:30:00,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170728/000194,SATVA GALAXY CORPORATION,
2019-05-31 05:30:00,332,Ongoing,17-October-2017,2017-07-25 05:30:00,408589381,Commercial,Ahmedabad,Jagatpur Road Nr. BSNL Tower,408589381,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00479/171017,18-June-2016,31-May-2019,Ahmedabad,Ganesh Glory,NA,94175,405100000,,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170725/000201,Shree Siddhi Infrabuild Pvt. Ltd,
2018-12-31 05:30:00,334,Ongoing,26-December-2017,2017-08-05 05:30:00,174457310,Residential/Group Housing,Gandhinagar,Shalik Homes 2  Vavol Uvarsad Road Vavol,174457310,Paid,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA01098/261217,01-January-2016,31-December-2018,Gandhinagar,Shalvik Homes 2,NA,74400,150000000,,PR/GANDHINAGAR/GANDHINAGAR/GANDHINAGAR TPO/170805/000205,Aakar Infrastructure,
2019-12-31 05:30:00,335,Ongoing,22-March-2018,2017-07-30 05:30:00,84533144,Residential/Group Housing,Ahmedabad,opp maruti-5 nikol,84533144,PAID,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02139/220318,27-December-2016,31-December-2019,Ahmedabad,palak paradise,NA,14570,77500000,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170730/000216,pruthvi developers,
2017-11-30 05:30:00,336,Ongoing,01-September-2017,2017-07-29 05:30:00,362157998,Residential/Group Housing,Ahmedabad,"Godrej Garden City Behind Nirma University, S G Road",362157998,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00057/EX1/140219,18-June-2013,30-November-2018,Ahmedabad,Carmel G and I,"D-1001,Ganesh Meridian Opp. Amiraj Farm, New Gujarat High Court , S.G. Highway, ",500000,362207577,2018-11-30 05:30:00,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170729/000462,SHREE SIDDHI INFRABUILDCON LLP,
2018-01-31 05:30:00,337,Ongoing,16-December-2017,2017-07-26 05:30:00,180000000,Residential/Group Housing,Ahmedabad,"2484, PATEL VAS, DERIYA  VATVA",180000000,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01040/EX1/061018,01-December-2015,31-January-2019,Ahmedabad,BIJAL HOMES,NA,66170,180000000,2019-01-31 05:30:00,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170726/000199,TRIJAL INFRASTRUCTURE,
2021-09-30 05:30:00,338,New,06-January-2018,2017-07-28 05:30:00,346500000,Residential/Group Housing,Vadodara,"NR VICENZA HIGHLAND SEVASI KHANPUR ROAD, KHANPUR",346500000,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA01229/EX1/271021,20-April-2017,30-September-2022,Vadodara,KEYSTONE MANSIONS 2,NA,98120,350000000,2022-09-30 05:30:00,PR/VADODARA/VADODARA/VADODARA TPO/170728/000381,Vihav Realty Pvt. Ltd,
2023-06-30 05:30:00,340,Ongoing,25-September-2017,2017-07-26 05:30:00,488730145,Mixed Development,Valsad,Plot no 373 opp pmc bank daman road chala vapi,488730145,Paid,PR/GJ/VALSAD/PARDI/Others/MAA00239/250917,01-January-2015,30-June-2023,Valsad,Signature A & B,NA,169965,482800000,,PR/VALSAD/PARDI/VALSAD TPO/170726/000206,V2 Realty,
2018-04-30 05:30:00,341,Ongoing,06-October-2017,2017-07-29 05:30:00,59127350,Residential/Group Housing,Ahmedabad,"Sampad Foresta, B/H Shanti Junior School, Nr Sampad Residency, Bhat-Motera Road, Motera",59127350,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00360/EX1/071218,24-August-2016,30-April-2019,Ahmedabad,Samapd Foresta,NA,29000,60700000,2019-04-30 05:30:00,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170729/000204,Sampad Buildcon,
2017-09-30 05:30:00,342,Ongoing,05-September-2017,2017-07-25 05:30:00,220106500,Mixed Development,Ahmedabad,SURVEY NO 414 B 2 1 NIKOL BH VIP SCHOOL NEW INDIA COLONY,220106500,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00078/EX1/280918,03-September-2015,30-September-2018,Ahmedabad,SARITA RESIDENCY1,NA,54660,220000000,2018-09-30 05:30:00,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170725/000200,RAMANI BROTHERS,
2019-02-28 05:30:00,344,Ongoing,24-August-2017,2017-07-30 05:30:00,6551500000,Mixed Development,Ahmedabad,"MAPLE TREE Opp Patel Media, Sun - n - Step Club Road, Nr Surdhara Circle, Thaltej, Ahmedabad - 380059",6551500000,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00012/240817,12-March-2015,28-February-2019,Ahmedabad,MAPLE TREE,NA,477060,7048500000,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170730/000243,Essem Infra Private Limited,
2019-12-25 05:30:00,345,Ongoing,30-January-2018,2017-07-30 05:30:00,248566767,Residential/Group Housing,Rajkot,GHANTESHWAR NEAR GREEN LEAF CLUB NEW 150 FEET RING ROAD JAMNAGAR ROAD,248566767,Paid,PR/GJ/RAJKOT/RAJKOT/Others/RAA01451/EX1/030120,01-December-2016,25-June-2021,Rajkot,RATNAM PRIDE,NA,47340,226044000,2020-12-25 05:30:00,PR/RAJKOT/RAJKOT/RAJKOT TPO/170730/000719,RATNAM CREATION,
2020-03-07 05:30:00,346,Ongoing,27-November-2018,2017-08-02 05:30:00,144255765,Residential/Group Housing,Valsad,Shree Nagar Society Road Halar,144255765,Paid,PR/GJ/VALSAD/VALSAD/Others/RAA04131/271118,07-February-2017,07-March-2020,Valsad,Sumukh Residential Township,NA,18210,145000000,,PR/VALSAD/VALSAD/VALSAD TPO/170802/001384,Shivam Residential Construction I Pvt Ltd,
2018-04-10 05:30:00,348,Ongoing,22-December-2017,2017-07-28 05:30:00,235184374,Commercial,Ahmedabad,Zion Prime Thaltej Shilaj Road,235184374,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01085/221217,12-December-2014,10-April-2018,Ahmedabad,Zion Prime,NA,64025,213872750,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170728/000382,ZION BUILDCON,
2021-03-30 05:30:00,349,Ongoing,24-April-2018,2017-07-28 05:30:00,91308031,Mixed Development,Bhavnagar,"plot no 2531, city circular road nr jain derasar bharatnagar",91308031,Paid,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/MAA02479/EX1/080621,31-March-2015,30-March-2022,Bhavnagar,snehdarshan apartment,"plot no 2531, nr jain derasar , bharatnagar, opp bhagyoday hanuman temple",23070,79500000,2022-03-30 05:30:00,PR/BHAVNAGAR/BHAVNAGAR/BHAVNAGAR TPO/170728/000224,SAGAR CORPORATION,
2018-09-30 05:30:00,350,Ongoing,13-October-2017,2017-07-25 05:30:00,600192327,Residential/Group Housing,Ahmedabad,"AKASH PARISAR, OPP. HARIVILLA FLAT, B/H. GANESH MERIDIAN, OFF S.G.HIGHWAY, GHATLODIA, AHMEDABAD",600192327,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00431/131017,09-June-2015,30-September-2018,Ahmedabad,AKASH PARISAR,NA,69190,630598526,,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170725/000213,SHYAM PARADISE,
2018-03-31 05:30:00,351,Ongoing,17-October-2017,2017-07-26 05:30:00,97510050,Commercial,Ahmedabad,OPP SHREERAM INDUSTRIAL PARK NAROL,97510050,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00484/EX1/220219,20-December-2015,31-March-2019,Ahmedabad,SHUBHAM INDUSTRIAL PARK,NA,248875,109410000,2019-03-31 05:30:00,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170726/000207,SHARDA INFRASTRUCTURE,
2021-06-30 05:30:00,352,Ongoing,16-April-2018,2017-07-29 05:30:00,570318692,Residential/Group Housing,Ahmedabad,Alpine Woods B/h Eklavya School,570318692,Paid,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA02387/EX1/300721,01-April-2014,30-June-2022,Ahmedabad,Alpine Woods,402 Sataym Mall,303520,420000000,2022-06-30 05:30:00,PR/AHMEDABAD/SANAND/AHMEDABAD TPO/170729/000208,ALPINE HOLDINGS,
2018-07-31 05:30:00,354,Ongoing,13-November-2017,2017-07-25 05:30:00,689979785,Commercial,Ahmedabad,"I SQUARE CORPORATE PARK, NEAR SHUKAN MALL SCIENCE CITY ROAD, SOLA",689979785,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00677/131117,27-March-2015,31-July-2018,Ahmedabad,I SQUARE CORPORATE PARK,NA,103200,550000000,,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170725/000218,SHILP ASSOCIATES,
2019-03-31 05:30:00,355,Ongoing,08-November-2017,2017-07-25 05:30:00,157350973,Commercial,Ahmedabad,ENTICE NR JENTILAL PARK BRTS BUSTATION AMBALI-BOPAL ROAD AMBALI,157350973,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00629/081117,08-July-2016,31-March-2019,Ahmedabad,ENTICE,NA,26100,120000000,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170725/000215,MARUTINANDAN DEVELOPERS,
2018-12-31 05:30:00,357,Ongoing,13-September-2017,2017-07-28 05:30:00,229500000,Mixed Development,Ahmedabad,"Opp. Saptak vihar, Near Vithal Plaza,  Naroda-dahegam road, Hanspura,",229500000,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00140/130917,01-August-2016,31-December-2018,Ahmedabad,GANESH VATIKA,NA,58275,190000000,,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170728/000210,RAJ DEVELOPERS,
2022-09-30 05:30:00,358,Ongoing,21-September-2017,2017-07-29 05:30:00,1603640375,Residential/Group Housing,Bharuch,"RS No. 238/1+2+4+7 & 239/2+3+6, Zadeshwar Opp. Narmada College, Shuklatirth Road, Bharuch",1603640375,Paid,PR/GJ/BHARUCH/BHARUCH/Others/RAA00222/A1R/090119,01-April-2016,30-September-2022,Others,R K COUNTY,NA,315410,1457367226,,PR/BHARUCH/BHARUCH/BHARUCH TPO/170729/000416,Shree Sai Krupa Creation,
2020-11-30 05:30:00,359,Ongoing,22-January-2018,2017-08-01 05:30:00,173768952,Mixed Development,Ahmedabad,"DEVKRUPA GREENS NEAR SHALIN HEIGHT 5 VINZOL, HATHIJAN CIRCLE, ",173768952,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01388/EX1/191220,10-February-2017,30-June-2021,Ahmedabad,DEVKRUPA GREENS,NA,59190,212869550,2021-06-30 05:30:00,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170801/000217,SHREEJI DEVELOPERS,
2020-06-30 05:30:00,361,New,15-September-2017,2017-07-26 05:30:00,606421255,Mixed Development,Rajkot,REVENUE SURVEY NO 80 PLOT 5 FINAL PLOT 5/1 SCHEME 21 VILLAGE MAVDI BAPASITARAM CHOWK MAVDI MAIN ROAD,606421255,Paid,PR/GJ/RAJKOT/RAJKOT/Others/MAA00158/150917,14-June-2017,30-June-2020,Rajkot,REAL PRIME,OFFICE NO 1 SHANESHVAR COMPLEX OPP BALAJI HALL 150 FR RING ROAD MRT 2187 BAPA SITARAM CHOWK MAVDI ROAD,129135,606421000,,PR/RAJKOT/RAJKOT/RAJKOT TPO/170726/000238,REAL ENTERPRISE,
2018-06-30 05:30:00,362,Ongoing,28-December-2017,2017-07-26 05:30:00,121500000,Residential/Group Housing,Vadodara,"SHREE YOGI DARSHAN, OPP. RAMAKAKA DAIRY, OPP. YOGINAGAR TOWNSHIP, CHHANI ROAD, CHHANI,",121500000,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA01134/281217,23-April-2015,30-June-2018,Vadodara,SHREE YOGI DARSHAN PHASE 2 TOWER 7 & 16,NA,19190,121500000,,PR/VADODARA/VADODARA/VADODARA TPO/170726/000212,Swami Construction,
2019-12-31 05:30:00,363,Ongoing,04-October-2017,2017-07-28 05:30:00,113133935,Residential/Group Housing,Ahmedabad,"Takshashila East End, Gurudwara Road Nr. Railway Station, Maninagar",113133935,Paid,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00323/041017,12-January-2017,31-December-2019,Ahmedabad,Takshashila East End,NA,17760,40915316,,PR/AHMEDABAD/AHMADABAD CITY/AHMEDABAD TPO/170728/000266,Kamleshbhai K Gondalia (Proprietor:- Takshashila East End),
2018-08-31 05:30:00,364,Ongoing,11-January-2018,2017-07-29 05:30:00,221154509,Mixed Development,Ahmedabad,"Survey no. 229/1, 229/2, Opp. Aaryan city, New SG Road, Gota.",221154509,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01284/EX1/300519,09-June-2016,30-August-2019,Ahmedabad,Aaryan Impulse,NA,37335,200000000,2019-08-30 05:30:00,PR/AHMEDABAD/AHMADABAD CITY/AUDA/170729/000564,IMPULSE INFRACON,
2020-03-31 05:30:00,365,Ongoing,07-December-2017,2017-07-28 05:30:00,857653600,Commercial,Surat,"F.P. NO. 130, T. P. NO. 1 (VESU), GANDHI FARM, BEHIND J. H. AMBANI SCHOOL,  VESU ROAD, SURAT.",857653600,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/CAA00940/EX2/EX1/060122,16-June-2016,30-September-2022,Surat,CENTRAL BAZAR VENEZIANO,NA,140075,857653600,2022-09-30 05:30:00,PR/SURAT/SURAT CITY/SUDA/170728/000375,Veneziano Enterprise LLP,
2019-12-31 05:30:00,366,Ongoing,20-December-2017,2017-07-31 05:30:00,301020685,Mixed Development,Valsad,"solitaire business centre,opp dcb bank,silvassa road vapi B/101,ramkutir complex,near gujrat gas circle,adajan surat",301020685,Paid,PR/GJ/VALSAD/PARDI/Others/MAA01070/201217,01-April-2017,31-December-2019,Valsad,Solitaire business centre,NA,54225,300040900,,PR/VALSAD/PARDI/VALSAD TPO/170731/000221,N R CORPORATION,
